text,label,sub,verb,obj
"jfk t north check in . bag drop ladies , has been checking in someone for the entire time another doing check ins too .",0,3,5,3
had been suffering immensely ever since this merge . . hopefully i ll never have to fly ever again . .,0,0,8,3
"i slept in the miami airport due to mechanical issues and was given , bonus miles to try and make it right . slapintheface",0,3,12,3
connection made . thanks again this week . daddyshome,0,3,12,3
your mobile app is horrible ! needs a major overhaul,0,2,8,3
"hi there , looks like my connection is delayed too so i ll make it . thanks !",0,1,8,1
jh going to process my refund for wifi . its asking for a receipt ? i never received an email you guys just whacked my credit card,0,3,8,1
flight is a freaking nightmare tonight sittingonthetarmac delay,0,3,8,3
fails again . saves the day .,1,0,8,3
tomorrow wouldn t have been soon enough ! thank you for the info !,1,3,6,2
"ceo gary kelly , we are america s most loved and most flown airline ! southwestrally bwi bestemployees swaculture swapic",0,1,8,3
i m still frustrated i gave up my seat amp the promised travel certificate was withheld w o explanation . http t . co kvfwajvvid,0,3,10,1
just lost very loyal customers who use them times a year .,0,3,8,3
phew ! ! did it ! ! ( pant . wheeze ) http t . co zpz poeon,1,3,12,3
"hopefully they will give me a feedback , bafore my flight . . .",1,3,4,3
i was rebooked on a flight that was too late flight for my connection !,0,3,10,3
i applied for a job at pdw where could i go for follow up . i d really love the job ilovejetblue,1,3,12,3
r u serious ? ? min delay with americanairlines aa ohio dallas missed my connecting flight http t . co dnmsblzumr,0,3,8,1
you are the official airlines of divadapouch aka thepoopqueen http t . co xxy d imnp,0,2,8,3
slightly better . crew spent a long time searching for better altitude . would have helped to let pax in on why all the sharp drops .,0,3,12,3
i don t use passbook i still love you though lt ) i ll just use my email in the future .,0,3,8,2
on feb . th your rep gave me the record locator and told me i d be receiving an email with the itinerary and confirmation .,0,2,12,3
thanks hoping that by wed i can get back to dfw,0,3,4,3
i got up at am for a am flight from bos to charlotte which i found was cancelled flightled once i got to the gate ( ),0,3,12,3
and they were traveling as guests of a mileage plus member using that members miles . great customer service .,0,3,11,3
"fyi twice now i ve tried the we ll call you when someone is free thing . both times it called , i picked up , then it hung up .",0,3,12,1
your customer service has a recording that says we are to busy to assist and hangs up . great touch . poorservice,0,2,8,1
y all got prices for the low ? ?,1,3,12,3
yo yo yo stuck on the tarmac for over hours at . . . going to miss my ride at help please ! helpimstuck united,0,3,12,3
i m trying to cancelled flight my flight within the hr window but have been on hold for over an hour . is there an alternate i can dial ?,0,3,4,1
i sent an email describing my experience . looking forward to a follow up to hopefully make it right .,1,3,12,1
in spite of flight delay great customer service provided by janet and baggage employee karen . you have wonderful employees united .,0,3,12,2
can you assist with current flight status for flt out of dfw tomorrow at am ?,1,2,8,3
almost hours on hold now . i just need to cancelled flight a flight and get a refund . other airlines are operating !,0,3,7,3
what is the policy behind changing passengers seating assignments at the gate ?,1,3,8,3
at lax and your service reps just hand out the number to call . so that s not helpful .,0,2,8,3
i am trying to change a ticket for travel on monday that cannot be changed online . anyway faster than waiting on hold ? anhour,0,3,7,3
"thank you aa , this is how i always start my vacations http t . co dzkc auzu",0,2,8,2
"on your website and on your boards at logan it said it was on time , so we went through security and got to the gate ( )",1,3,12,3
"by the time the hrs passed before i got a call back , the ticket was more . it wasn t my fault yet i had to pay extra",0,3,12,3
"ok , i just received an email with my registration from your team . thanks a lot",0,3,12,1
i just learned that although there is travel policy and they waive the change fee you will still be charged a reservation fee,0,3,12,3
you together are the best part of flying !,0,2,8,3
"shout out to the crew on flight headed back to the big apple , they kept my glass half full the whole flight ! jetbluejfk",0,0,12,3
thx for the grand view today ! flt seatac to phx . grandcanyon arizona wow love photography http t . co d pqouatdf,0,0,8,0
the long wait was the icing on the cake . why don t you fix your reservation system so the confirm doesn t get changed mid travel,0,3,12,3
denver baggage handlers you totally impressed us today . our lungs barely made the run to connect but our bags had no problem ! den,0,2,12,1
got through on the phone . usair cancelled flightled her return flights because she missed a flight on her way out . they took care of it,1,0,12,3
"after flying delta this week , gogo was so good . the tweet i sent you didn t even send until we landed that s how bad it was",0,3,12,2
using all of my monthly minute on hold with you assholes,0,1,8,2
"that s ok . . . you may keep my and lose my bag with no info , but you no longer have my trust . bad way to handle this .",0,3,12,3
why do you have every channel but how are and i supposed to watch scandal ? but free flyfi is sweet !,0,3,8,2
even years after the earthquake . . . haiti still needs helps in rebuilding flyingitforward,1,3,8,3
i booked lh via ua . however at gate they rebooked me to a late flightr lh flight . now that flight didnt earn pqd for me . how do i get it,0,3,12,3
"delayed , connection missed , now extended layover how about a lounge pass for phl .",0,0,12,3
"aye , and nothing to do with an automated system which doesn t work properly . anyway , got through to somebody . . .",0,3,12,3
why is my flight from mke to ord getting delayed ? our gate attendant is not communicating !,0,3,8,1
rcvd promo if i booked flight silver status would be extended it was not dont have flier that was sent didnt think id need,1,3,12,3
"called jb times ! everytime , auto vmsg your wait time should not be longer than mins waited longer than mins and no answer !",0,3,12,2
it takes a month ?,0,3,8,3
why am i continually getting put on hold by painfully inexperienced people when calling your platinum desk ? !,0,3,8,2
"i want you guys to be the first to fly to cuba , from nyc .",1,3,8,2
we appreciate the shoutout for roberto . dm your confirmation code so we can forward your kind words . ? sent,1,1,8,2
link doesn t work and i ve tried tracking my bag several times . still doesn t clarify where it is .,0,3,8,1
cancelled flighted our flight and now are still delayed . . . not cool .,0,1,8,1
i am trying to switch my flight to aa i am currently on aa at am monday morn then aa ! help me ! !,1,3,7,1
changed our flight times in trip . bumped to now amp having great experience . never . flying . us air again . never .,0,1,12,1
why cant sapphire members reach anyone on the phone ?,0,3,8,3
"made about calls to usair today to merge of aadvantage , dividend miles . each time , says call back late flightr . timesenough",0,3,8,3
where is our luggage ? ? flight has been waiting an hour for bags ! jetblue poorservice,0,1,8,3
flight pilot spilled his tea on the radio ! yay for delays ! almost an hour now !,0,3,12,3
"i have spent minutes ( and counting ) on hold w you today . after first minutes , i gave up . trying again amp on rd min .",0,3,12,2
reservations had me on hold for hours only to hang up . . . smh,0,3,12,1
"ord to roc . fam came to see me at sna . i m a member , so is my dad . he used his miles for them .",1,3,12,1
"fair enough , but it stinks to be the passenger on the plane that leaves the gate then sits on the tarmac for an hour before takeoff",0,3,8,3
i know that . thanks for the standard reply .,0,3,8,3
"i m glad you didn t mean to , but it doesn t excuse your inefficiency ! only took min for the bags , we were your only arrival flight",0,3,8,2
"by the grace of god , i made it ! we don t have those powers in here . we hope you can make that flight . ? , , , , mountain time ( us canada ) , negative , . , can t tell , . , us everyone is sorry . don t have what i need for meeting tomorrow . charac . isn t nearly enough to highlight your shortcomings , , , , , negative , . , can t tell , . , us is the worst . i have to pay just to not take my first flight in a round trip ! otherwise they ll cancelled flight my whole flight . , , , los angeles",0,3,12,3
not yet . i complained about the guy who checked my luggage in as he was throwing the bags around . unfortunate coincidence i hope ?,0,3,12,1
"all correct for rates boston to pittsburgh wknd march ? rates all of a sudden took off ! made plans , came back to buy amp surprised .",0,3,8,3
yes ! just a few minutes after my tweet . she was able to reschedule her flight . thanks !,0,3,12,3
i fucking hate your customer service . i ve been on hold all morning trying to figure out why you cancelled flighted my flight .,0,2,10,2
so far all i am getting is maybe your bag will come today . we don t know . website says status unknown can you help ?,0,3,8,2
do what you love and you ll never work a day in your life .,1,2,8,2
"gave me a smile today , with a zero award . . . ) computers have some sense of humour ) http t . co jnqnbk hut",0,3,12,1
almost bumped me off my flight to hrl when i was minutes early then your staff was rude when i asked what was the problem ?,0,1,12,1
no . i was told i got put on another flight and that i would get an email . still haven t gotten one yet .,0,3,8,3
what happened ur vegan food options ? ! at least say on ur site so i know i won t be able eat anything for next hrs fail,0,3,12,3
so we ve now been driving across dfw for over mins . that s half fucking way to texarkana ! shouldhavedriven,0,1,8,3
"hello good afternoon how are you , i need know how much flying for summer from june th .",1,2,8,3
any chance you are allowing reflight booking problems yet for travel out of denver this weekend due to impending storm ?,1,2,7,3
"as if a hour maintenance delay wasn t enuf , u charge me bag as a global service platinum mbr . get ur shit together",0,3,8,1
"was there few weeks ago awesome , bright vibrant , and no habitrails",0,3,12,3
is making dreams come true with their destinationdragons scavenger hunt ! you can win a chance to see imagine dragons ! go !,0,0,4,3
"yes , last month when boston got the first big snow storm and my flight was cancelled flightled .",0,3,12,3
"inconvenience is an understatement . more like torture . clearly going down the wrong path , jetblue .",0,3,8,3
you are offering us rooms for people fail,0,2,8,1
"week is going to make up for anything , or put me at ease . you should be asking me how you can fix things , how to . . .",0,3,4,1
that s a crazy long form ! you need something other than a video ?,0,3,12,3
my flight from jacksonville fl to dallas is showing cancelled flightled . what is going on ? am i rebooked on another flight ?,0,1,8,3
be prepared for hours hold times,0,0,8,3
"i would love to say the same but it s not so much . hs flight , no internet , no personal a c , yr old plane . nofunatall",0,3,8,3
"so does that mean your other flights going into buffalo from other locations , you don t care about their safety ?",0,3,8,2
pm wheels up to be exact . i m sending a dm .,1,3,7,3
hours to get backs back after being sat on a plane for hours to have flight cancelled flightled with only one small drink,0,3,12,3
counter agents at rdu deserve a medal . thankyou,0,3,8,3
have you considered adding the we ll call you back when we have someone free feature to your support line ?,0,1,8,2
so far . . . . my phone wait time is longer than oscars coverage . whatcustomerservice,0,1,8,3
at troubadour with . destinationdragons http t . co rklqxxawhc,1,0,8,0
i do not see where it talks about military baggage fees . can you please guide me . thanks,1,3,8,3
you guys need better communication to your customers . this is rude and unprofessional .,0,2,8,2
oh wow and i m complaining about two hour on the run way shucks jetblue not good your service was better than this,0,3,12,3
"another perfect flight . how come on your planes , the sun visors can stay down ? other carriers make you raise them ?",0,3,8,2
how does one book a ticket online and put it on hold ? does that require that i pay for the ticket ?,1,3,8,3
now we are delayed until ! this is ridiculous,0,1,8,3
re staff and commence new policies because your industry is so embarrassed by you .,0,3,8,2
"after waiting for a delayed plane , we sat on the plane for an hour waiting for a late flight passenger . that s bs too . .",0,1,12,3
"after last night in charlotte nc i m seriously debating never flying you again . minute on the tarmac , connection leaves .",0,3,8,2
but every time i call i m on hold for min and then get disconnected . any way someone can help ?,0,3,4,3
lost bag in huston we leave for a bahamas cruise today from nola and had to buy all new stuff . customer service is non existent,0,3,8,1
fortunately the window seat was a no show . able to scoot over and create space .,0,3,12,3
"got it , so it s just paying extra not to sit in the way back . awesome . never again .",0,3,12,3
we just landed in vegas but not allowed to leave the plane just yet . thanks for making me miss my flight at pm . fustrated,0,1,12,1
just hung up on me again . another waste of an hour of my time . how am i supposed to book a one way award flight ? badwebsite,0,1,8,1
a good start would be to warm the plane before the departure time so the flight isn t delayed due to frozen water lines .,0,3,12,3
"its been five days , i m just asking you to clarify your policy on car seats . i don t want to have to take this higher up .",0,3,8,3
flights out of dallas on tuesday are not going to be cancelled flightled correct ?,1,3,8,3
great job today in ruining people s vacation . thanks to your incompetent pilot and staff we have all now missed our flights,0,3,8,2
tfw ty spent total of hrs and mins holding . cell battery died . finally made arrangements w kind rep,0,3,12,3
i ve flown figured worth of miles in my lifetime . this was my first and last ever flight on us airways,0,3,12,3
"never mind , i moved my flight to tomorrow . thanks for the help !",0,3,12,1
now it s delayed until . getting yelled at by attendants not to bother them . getting worse,0,3,6,3
continue button generated a trip to plan your trip page regardless of how far along i was in flight booking problems process hint the end of it,0,0,8,2
can i switch my seat for my trip on sunday ?,1,3,4,1
is your clt departures delayed ? hoping i can make my connection after a lengthy take off delay and endless taxi ing here at clt,0,0,8,2
is there an email address i can send some thoughts to ? this experience was really not good amp i have some feedback .,0,3,8,3
the saga of the bag delay w will there be a reunion or will she be forced to go shopping ? stay tuned .,0,3,12,3
flight cancelled flightled ? ? ? my wife is stuck in phoenix on the way from slc to san thanks a lot southwest !,0,3,6,3
not letting me dm . is fsz yo,0,1,8,1
i spent over an hour of my morning on hold w your customer support . i want my confirmed flight to be taken care of,0,3,12,2
"very frustrated . saw seats avail . online for pref alt . flight , unable to book online , lost those seats during gt hr phone hold",0,3,12,3
i knew the hours sounded odd missed a flight we hit jfk an hour early for and your gate attendant told us (,0,3,12,1
flying out of stl saturday where they are expecting ice amp snow . when should we start looking for travel waivers ? thanks !,1,0,7,3
i emailed your customer service team . let me know if you need the tracking number .,1,3,12,2
i don t think the us site allows that ( unlike http t . co etfjqiwuvt ) . can i use a us credit if i held on http t . co etfjqiwuvt ?,1,3,8,1
all set . figured it out at the baggage office !,1,3,12,3
at some point u need to tell passengers what is going on . at jfk waiting to get on flight it is a mess .,0,3,8,3
perhaps you need to start recruiting ),1,2,8,3
also not have food available even for purchase is quite shocking since this is a hour international flight .,0,3,8,3
got it taken care of ! thank you lt,0,3,12,3
how can i when system always hangs up on me ?,0,3,4,1
is there special assistance if i travel alone w kids and infant ? priority boarding ?,1,3,8,3
. flight is departing before we even board,0,3,7,1
was supposed to depart at pm central . about ready to close the door at pm central .,0,0,10,3
if i cant get through to reservations how can they take a look ? hour hold times are not reasonable in any industry !,0,3,8,3
don t worry you won t steal my money again,0,3,8,2
how is us going to be on time when they are still deplaning at ? this is bs .,0,3,8,1
"our foodallergy community . if you want our continued loyalty , you need to do better than that . perhaps some training is in ( )",0,2,8,1
"reminder from , we ll be tweeting from http t . co mfmnkmvotr rt i look ward to that follow back too !",1,1,8,3
thank you for the free flyfi ! ! makes an already great airline even better ! jetblue boston westpalmbeach flybetter,0,2,8,3
i am a uk citizen . is there a uk number i could try ?,1,3,8,3
would love tix for velour show entered every contest and still haven t won (,1,3,12,3
am flight to mco canld amp resch . if we opt for am depart tom will us air allow cng return day from sat to sun w o penalty ?,1,0,8,3
yer deals never seem to include nyc gt pdx or nyc gt pgh . . . wish they did !,1,3,8,3
cancelled flightled my flight and i m stranded in st . louis . not sure what to do . no other flight until tomorrow . am i to sleep in airpt,0,1,8,1
looks like today will be my th consecutive delayed flight from you . . . do i win a prize ? ? ? air why don t you fly to sba ?,0,1,8,2
thanks i miss my dog and this delay is costing me a lot of money .,0,3,8,1
i pay for a service to be delivered . whether or not it is your fault shouldn t there be some sort of compensation ?,0,3,8,3
thanks for the update . preciate it . hope it gets here . been delayed days getting back,0,3,8,3
load balancing system apparently down systemwide major impact on all united airlines flights . was this a cyberattack ?,0,3,12,3
it is really embarrassing when asking for complimentary drink snack detailed here https t . co za xb h amp being argued with .,0,3,8,3
you would think you would clean your ramps . our jet is stuck in the snow in newark . this would never happen with,0,2,6,2
"well sorta . . . . we r trying to get to aquadilla , pr but only flight goes there a day . all are booked . ua cancelled flighted our flight to nj",0,1,12,3
. . . horrible wait time on to get a gate . . shows total miss management . value customer time and respect thier sentiment,0,3,8,3
sure did . i have carried this bag on numerous times on the same style plane . planning accordingly apparently accounts for nothing,1,3,12,3
just hit hrs . what is typical wait time right now ? should i drive h m to the airport service desk ?,0,3,4,3
pls properly train your agents . requested to speak to k customer service amp was transferred to a dead end . not even open at this hr,0,3,8,2
lets do that can you email boarding pass ?,1,3,8,2
it s always better to find out equipment is inop on the ground than in the air ! safetyfirst,0,3,12,3
or us air http t . co eis hcnpro,1,0,8,0
can you increase the legroom ? how airlines compare http t . co diufep n q via,0,2,8,3
well the bar is set low ! you guys are really good at the apology game ! what will change ? when will u guys learn ?,0,3,4,3
you guys are the talk of the americans down here in ecuador ! read this ! https t . co on klzvmt,1,2,8,3
what s the seat assignment policy ? why let us choose a seat only to change it on us two weeks late flightr ?,0,3,12,3
i lost my sunglasses on the flight from okc to iah this morning ( am takeoff ) . . is there any way to retrieve them ?,0,3,12,3
this is not a fair set up . i payed for a full seat . i should get access to a full seat . http t . co sba aricyq,0,3,8,3
found someone to ask . no answers . landed almost minutes ago .,0,3,12,3
can you guys please give an update ? been sitting on tarmac on flight yet the website still says it s on time ?,0,2,8,3
you have let me down . seriously . unhappycustomer,0,2,6,1
"yes , with about minutes to spare . fyi your employees are amazing . keep up the good work !",0,3,7,2
no . it does . you could not be more wrong . http t . co nxzhbbmt,0,3,8,2
can you please help me find my luggage since you re the one who lost it ? your customer service sucks .,0,2,12,1
been on hold for . hrs . what s up ?,0,0,12,3
i m a first time solo female traveller and it s pretty scary being in a foreign place not knowing where your belongings are . . .,0,3,12,3
thanks for the great customer service . family made it back to sat safely . the weather at dfw made things a little worrisome .,0,3,12,3
can t help now as all seats have been taken . there has to be a way to handle high volume of call days .,0,3,8,3
"pissing off thousands of east coast customers . when the delay is longer than the flight , you fail",0,3,8,2
you have a lot on your plate flight dealing with cancelled flightlations and weather tonite . those are more important . i know you will respond .,0,2,8,2
thank you for responding so promptly ! i look forward to the kms drive to the office to file a claim .,0,2,8,3
yet another delay missed connection . . . . and your customer service has an attitude with me ? wow .,0,3,8,3
we like hearing from you . so why haven t you replied to my tweet and or email yet ? https t . co caf cx gfi,0,1,12,2
i like to see if i can change flight plz help thx,1,3,8,3
americanview new paint scheme looks great ! usairways http t . co gt umhbh,0,3,8,3
i did not want to hang out on your plane all day when i am traveling to get work done and turn right back around . unacceptable,0,3,12,2
was just hung up on by customer service after waiting min on hold . . . guess that vacation s not happening ? website wasn t working .,0,0,12,3
why am i still in baltimore ? ! is doing laps around us and laughing about it . ridiculous,0,3,8,3
"don t buy it , woody . they re making it much worse with understaffing , rudeness , and pre rookie mistakes",0,3,7,3
it was eventually explained that weather conditions too extreme to get luggage off planes . will be sent on . but i won t be for days !,0,3,12,3
can i get an update on flight to dca ?,1,3,4,3
"appreciate what you ve done on your end to make this right , but still unhappy with initial incident . will be calling .",0,2,3,2
why can t you have an english spanish rep call me so we can locate my bag and resolve this issue ?,0,3,4,2
your gate attendants in abq are awful as was your service . you should be ashamed . terrible experience here from start to finish,0,2,8,3
"frankly worse customer service ever . problems will happen , how you deal defines a company . never again united .",0,3,8,2
i m rebooked . getting home hours late flightr then planned . what are the chances i ll ever see my bag again ? unhappytraveler,0,3,8,3
resolved and im sick and tired of waiting on you . i want my refund and i d like to speak to someone about it .,0,0,8,2
"flight veers off icy runway at most dfw flights cancelled flighted monday , flightaware says . http t . co atwyifh zy",0,3,8,3
quick ? why is a person traveling w a mosaic not get the green tag ? doesn t make sense i end up waitin my sons bag anyway,0,3,8,1
"i m referring to email like this . just tell people when they get the upgrade . otherwise , we know already . http t . co n uvclmada",1,3,8,3
with airport self checkin your only option i m now your employee . training was a bitch . send my paycheck asap .,0,3,8,2
how do i get you to stop sending me emails about my ex boyfriends account ? i don t care how many points he has ! he only has,0,3,8,2
costumer service sucks ! waiting for a week for a response,0,3,8,3
"please rebook me from seattle to columbus tue , locator karaax , name mitchell m neuer",1,1,8,3
"trying to reset my password , email never arrives . help ?",0,1,8,1
but eagle is always late flight,0,3,8,3
"i was meant to fly on sat , you just made it tues , i can t afford to stay in a hotel for another two nights !",0,3,4,2
who okay d this ? ! ? ! rt our fleet s on fleek . http t . co knuvuovhub,1,1,8,3
but the hour policy when i called and they said i didn t report it soon enough . what would have changed if i had noticed sooner ?,0,3,10,3
you suck . flight delayed equipment probs again . miss connection by minutes and you won t let us on even though it s at the gate .,0,2,8,2
still haven t received a response . please direct message me for my contact information .,0,3,12,3
was able to send the dm . all good now .,0,0,12,3
iad to jfk still hasn t boarded . what s today s excuse and how am i gonna get to work ?,0,3,8,3
i cannot believe how long flight phi is taking . i know it s us airways but you own it . i would really like to get home .,0,3,8,3
"yes , it says my reservation cannot be retrieved at this time . also i never got an email from aa saying my flight was cancelled flightled .",0,3,8,1
you all work hard at making sure things flow smoothly . keeping positive .,0,2,8,3
i ve been on hold for about and a half hours now . thanks for cancelled flighting my flight and not notifying me .,0,3,6,3
i have a voucher w swa that expires . an extension would be a lot of luv,0,3,8,3
thanks next up we will see how the slog from jfk to the city goes !,0,1,8,3
has no customer service via phone or in person . just a stone wall with a giant middle finger painted on it .,0,3,8,3
"if you d love to see more girls get inspired about becoming pilots , rt our free albuquerque event . http t . co rfxlv kgdh",1,2,6,3
"dropped off a luggage at iad over months ago for repair from damages haven t heard anything about it since , when do i get it back ?",0,3,12,3
i m glad retweeted otherwise you would have to ignore the numerous tweets i sent . you all are fucking amazing,0,3,8,3
they are rude and unhelpful . they suggested i catch a flight tomorrow i was supposed to be home today at am and work is waiting,0,3,8,3
"sorry , i hate united . i won t get to see my family until thursday",0,3,12,3
flight i want to book was one day went to purchase next day amp price doubled to . inquiring on chance it may go down ?,1,3,8,3
are you anticipating weather relate flightd cancelled flightations for afternoon departures out of aus today ?,1,0,8,2
"from san diego with a hour delay to jfk ! even you have a amex jetblue , even having over . travel miles , you re still nothing",0,2,8,3
i don t think you should help him at all based on his behavior . the voucher and cot seem like enough lol,1,3,8,2
you left my bag in houston last night . it s freezing cold in memphis . any idea on when i will see it ? off again tomorrow .,0,2,12,3
"good morning , tamara . we ll try to get you comfortably on a flight as soon as we can . ? noxtralegroom nocoatcloset",0,1,8,1
you have a company policy that refuses employees to speak to other employees over the phone ? interesting,0,2,8,3
is there a referral program for the milageplus explorer card ?,1,3,8,3
why arent callings going thru it doesnt have me wait or anything and automated stuff is messed up,0,3,6,3
i need someone to help me out,1,3,8,1
when and why was flight from msp cancelled flighted this am ?,0,3,12,3
is that the record locator ?,1,3,8,3
we will follow up with our maintenance team . thanks for the tweet . kp ? thank you ! united cares !,0,1,4,1
one of my bags didn t make it to my destination . i have the claim ticket . any way to help out with a status on the location ?,0,1,8,1
"i was believing you for a minute , but we just got delayed for a rd time !",0,3,10,2
sitting in newark because flight was cancelled flightled for no apparent reason . all i was told was sorry after . hrs waiting,0,0,12,3
"can t book a flight because of outdated , forced opt in verified by visa nonsense . help a girl out ? i just want to get to",0,3,8,3
but seriously if my cats dead i m going to be pissed very thankful because it is evil and wants my soul,0,1,8,1
luggage delivery between am ? really ? after i was told by midnight multiple times ? why lie ? crazy and bad business .,0,3,10,3
. . . was cancelled flightled and now i need to locate my baggage,0,3,8,1
"my wife and i booked last minute flights for a funeral separately , but we would like seats gether , can you do this if we dm conf s",1,1,12,3
i need refund .,0,3,8,3
club virgin is bumping in new york http t . co haqc gdg c,1,3,7,3
what s going on with your website amp mobile app ? ? ? help ! ! !,0,3,7,2
thanks united i understand that . but he would actually like his own bag back ! what have you done with it ? ! he also wants the money . .,0,3,12,3
celebrates year anniversary with new livery http t . co p skxzve a,1,0,12,3
"i m scheduled to come back tomorrow , finally but i don t know swa hasn t flown out of yet but has",1,3,8,3
sure is . what s more frustrating is being stranded at the airport with our fate in your hands .,0,3,8,1
your checkin system is poor,0,2,8,3
just learning about your famous apology in social media marketing . is twitter an asset for jet blue now ?,0,2,7,2
no wonder the cabin is filthy . badservice,0,3,8,3
so frustrated with my experience with southwest . hours trapped in denver bc of mechanical problems . worstcustomerservice,0,3,12,1
thank you ! love united ! ! have flights today !,0,2,8,3
"it s for me , i spoke with a rep on the phone who suggested i voice a concern via email us on your site . i did a few moments ago",1,3,8,1
what is contact info to upgrade using advantage miles ?,1,3,8,3
use the app you say ? ? http t . co wny tzsr n,0,2,8,2
your gif game is strong .,0,2,8,3
is there also a way i can get a printed one for my records ? i keep them whenever i fly ),1,0,8,1
you just cancelled flightled my flight home so you better get me a private jet or something . i need to get home now,0,2,12,1
booked ewr fll in first for two on . let s see how you compare to the garbage first class has become,1,3,6,3
should not sell tickets for on http t . co onhxhco bk . has terrible service and ua staff cannot reach silver,0,3,8,3
have clients with an hr layover at iah ( during the day ) . will they have to claim amp recheck luggage . or will it be taken care of ?,1,3,8,3
my flight is late flight due to mechanical issues of flights in past days !,0,1,8,3
swa is willing to follow up . finally .,1,3,8,3
we just want to go home tonight why did you cancelled flight the last leg of our reserv . w out our permission ? ? ! ph rps,0,1,8,2
it would make my day if i could take a flight on your airline without any hiccups on your end . train your employees to communicate,0,3,4,1
thanks so much for ruining my vacation . i really couldn t have done it without you .,0,1,6,1
"has not responded to my various requests for contact numbers , does anyone know the uk customer service number for unitedairlines",0,0,8,1
i am honestly in shock how this process and service compares to my other airline experiences . not really sure what to say . . .,0,3,8,1
"yeah , try harder . no catering truck in sight . can we just leave now w o the food won t eat anyway ?",0,3,12,1
this is so unacceptable . i m going for the day . now most of my day will be sitting on your plane . not to mention there is no air,0,3,8,3
employee faceless . don t throw them under the bus . starts with management . i m almost a million miler and own my own company .,0,3,8,3
what does dm the confirmation mean ? ? ?,1,3,8,3
do you have mint service from nyc to san diego ?,1,0,8,2
hello ! i never received a confirmation code for my flights ( though they are confirmed so says the automated reply ) . any ideas ?,0,3,12,1
still waiting ! captain reports he s called times to get ground crew . . . . and still sitting on runway . evenlate flightr,0,3,10,3
another squashed flight . having to share my seat with another passenger is idea of quality travel,0,3,8,1
okay . i just sent it .,1,3,12,3
"i m disappointed my flight was cancelled flighted , mostly because i was excited to listen to the song i m blue while flying on jetblue .",0,1,12,1
i guess it is more bs airportcardio given you cannot have an on time flight,0,3,8,3
i tried several times to select seats . the only ones ever available would ve cost me extra per seat .,0,3,12,3
they had record of it being at denver on the concourse prior to me gettin on the shuttle . i just want to confirm its location,0,3,12,3
missing our connection due to delay out of told not looking good for tmrw either . we will be stuck in clt . help !,0,1,2,1
understood and thanks ! i should have tried reaching out sooner .,0,0,1,3
how come you don t have an iphone app ? still using and making me waste paper .,0,3,8,2
"appreciated , but in this case we waited an extra minutes for a lost mechanic to fax the log . fax . . . like in the s .",0,1,12,3
"no , he didn t have more info . i was more infuriated by the way previous rep treated me . how she can possibly work as a jetblue rep ?",0,3,8,3
amazing c s today by sw thank you so very much . this is the reason we fly you southwest,0,3,8,2
wasn t offered a flight out of phl until tuesday so had to ask to be booked to houston instead of austin .,0,3,12,3
thanks . this one was delayed an hour and a half prior to scheduled departure .,0,3,10,3
this happens all the time . united pilots are always in the exit row . america treats there customers better than their employees .,0,3,8,3
do you have direct flights to and from bos to st lucia or antigua ?,1,0,8,2
"no , the flight wasn t until pm , but it s already been delayed .",0,3,12,3
that was the problem . we were being told the aircraft was on its way .,0,3,12,3
"really this is getting worse as the day goes on . late flight leaving then had to be diverted , and now sitting on the tarmac in va .",0,3,12,3
thanks for the response when is the next flight after the flight ?,0,3,8,3
"meanwhile , they fucked my flight . the festivities are already in full swing at the united fairway club , overlooking the th hole . .",0,3,12,1
brazil to volunteer teaching english amp spanish to poor children so they have a skills to improve their chances of a better life .,1,3,8,3
"after all i have been through on this trip , can you get me on another airline home ?",1,3,6,2
i got the call from rdu that my baggage is there except that doesn t help me bc i can t get it until i m flying back home .,0,3,12,1
"what is with your lost amp found . my wife lost her phone in philly , amp followed your web instructions to call an . no answer .",0,3,8,2
should be a way to give voice to customers who pay for services that are not satisfactorily delivered . justsayin,0,3,8,3
why was flight out of boston tmrw cancelled flightled ?,0,3,12,3
it says it is now you owe me,0,3,8,3
i just received your birthday card . it was amazing and made me smile with joy . nice videos . thanks .,0,3,12,2
no updates on anything ! all we know is there is an issue with the front wheels being locked .,0,1,8,3
worst experience ever . unable help over phone and told at last min cabin crew unavailable for flight . never again usairways,0,3,12,3
my bag landed day late flight at sfo at am . how can it be pm and i still don t have it ? flight,0,1,12,3
its pulling away from gate to get your departure time then leaving us on tarmac claiming power issues that magically repaired,0,3,12,2
i left my son s duke hat on flight last night . it says mason on the back . any way of locating it ? thanks in advance !,1,3,12,3
"hey why does the flight from iah to pos leave so late flight , and the one back to iah so early ? i rather get to pos earlier",0,3,8,3
so we fly into sfo and honululu gets pushed back . hours and now it looks like more delays . i beg of you plz sort this out soon !,0,1,8,3
you are making me miss big snow in montana . not cool .,0,2,7,1
yes but you did manage to lose two of our bags . horrendous airline .,0,2,12,1
"what , you forgot to tell them the flight was coming . . . thanks for allowing me to miss my connection",0,2,8,3
please help trace my luggage which was put through without a name tag on february at albuquerque airport,0,1,10,1
hawaii what deals u have for me,1,3,8,1
is having a sale ! i m delighted !,0,0,12,3
"i d hardly call going from , miles to , miles a ticket cutting edge . about the perk ?",0,3,8,3
trying to chg ticket for staff member leaving org before she can fly . we re a nonprofit can t you make an exception ?,1,3,8,3
my trip is a month away . . . why do you consider it around the corner ? is that a setting i can change ?,0,1,8,3
